"","name","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","minute","player"
"736","Stephen Curry","Golden State Warriors","1/28/17",2016,1,2,10,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",-37,252,10,"curry"
"737","Stephen Curry","Golden State Warriors","1/28/17",2016,3,0,0,"shot_no","Jump Shot","3PT Field Goal",57,"Los Angeles Clippers",33,570,36,"curry"
"738","Stephen Curry","Golden State Warriors","1/28/17",2016,2,0,1,"shot_yes","Jump Shot","3PT Field Goal",51,"Los Angeles Clippers",-102,503,24,"curry"
"739","Stephen Curry","Golden State Warriors","1/28/17",2016,1,5,34,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",117,224,7,"curry"
"740","Stephen Curry","Golden State Warriors","1/28/17",2016,3,5,41,"shot_yes","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",32,257,31,"curry"
"741","Stephen Curry","Golden State Warriors","1/28/17",2016,3,6,58,"shot_no","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-66,259,30,"curry"
"742","Stephen Curry","Golden State Warriors","1/28/17",2016,3,11,20,"shot_yes","Jump Shot","2PT Field Goal",14,"Los Angeles Clippers",-19,141,25,"curry"
"743","Stephen Curry","Golden State Warriors","1/28/17",2016,3,3,7,"shot_yes","Jump Shot","3PT Field Goal",30,"Los Angeles Clippers",168,252,33,"curry"
"744","Stephen Curry","Golden State Warriors","1/28/17",2016,1,0,5,"shot_no","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",127,232,12,"curry"
"745","Stephen Curry","Golden State Warriors","1/28/17",2016,3,0,24,"shot_yes","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",168,193,36,"curry"
"746","Stephen Curry","Golden State Warriors","2/27/17",2016,3,9,1,"shot_no","Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",166,210,27,"curry"
"747","Stephen Curry","Golden State Warriors","2/27/17",2016,2,3,18,"shot_no","Jump Shot","2PT Field Goal",13,"Philadelphia 76ers",114,72,21,"curry"
"748","Stephen Curry","Golden State Warriors","2/27/17",2016,1,2,52,"shot_no","Jump Shot","3PT Field Goal",27,"Philadelphia 76ers",-210,174,10,"curry"
"749","Stephen Curry","Golden State Warriors","2/27/17",2016,1,2,8,"shot_no","Jump Shot","3PT Field Goal",23,"Philadelphia 76ers",236,-15,10,"curry"
"750","Stephen Curry","Golden State Warriors","2/27/17",2016,2,5,51,"shot_no","Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",30,264,19,"curry"
"751","Stephen Curry","Golden State Warriors","2/27/17",2016,1,1,14,"shot_no","Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",-192,169,11,"curry"
"752","Stephen Curry","Golden State Warriors","2/27/17",2016,3,1,51,"shot_no","Jump Shot","2PT Field Goal",22,"Philadelphia 76ers",169,151,35,"curry"
"753","Stephen Curry","Golden State Warriors","2/27/17",2016,1,4,30,"shot_no","Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",-135,229,8,"curry"
"754","Stephen Curry","Golden State Warriors","2/27/17",2016,3,2,50,"shot_no","Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",151,195,34,"curry"
"755","Stephen Curry","Golden State Warriors","3/16/17",2016,3,0,1,"shot_no","Jump Shot","3PT Field Goal",63,"Orlando Magic",0,639,36,"curry"
"756","Stephen Curry","Golden State Warriors","3/16/17",2016,2,9,37,"shot_no","Jump Shot","3PT Field Goal",25,"Orlando Magic",-220,129,15,"curry"
"757","Stephen Curry","Golden State Warriors","3/16/17",2016,2,1,55,"shot_no","Jump Shot","3PT Field Goal",26,"Orlando Magic",97,244,23,"curry"
"758","Stephen Curry","Golden State Warriors","3/16/17",2016,3,11,3,"shot_no","Jump Shot","2PT Field Goal",21,"Orlando Magic",110,188,25,"curry"
"759","Stephen Curry","Golden State Warriors","11/4/16",2016,1,9,0,"shot_no","Jump Shot","3PT Field Goal",23,"Los Angeles Lakers",-227,60,3,"curry"
"760","Stephen Curry","Golden State Warriors","11/4/16",2016,4,7,16,"shot_no","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",37,238,41,"curry"
"761","Stephen Curry","Golden State Warriors","2/28/17",2016,3,1,3,"shot_yes","Jump Shot","3PT Field Goal",26,"Washington Wizards",-176,198,35,"curry"
"762","Stephen Curry","Golden State Warriors","2/28/17",2016,3,4,30,"shot_no","Jump Shot","3PT Field Goal",22,"Washington Wizards",-225,18,32,"curry"
"763","Stephen Curry","Golden State Warriors","2/10/17",2016,4,4,56,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",61,247,44,"curry"
"764","Stephen Curry","Golden State Warriors","2/28/17",2016,3,7,8,"shot_no","Jump Shot","3PT Field Goal",29,"Washington Wizards",122,269,29,"curry"
"765","Stephen Curry","Golden State Warriors","2/28/17",2016,1,7,29,"shot_no","Jump Shot","3PT Field Goal",25,"Washington Wizards",223,124,5,"curry"
"766","Stephen Curry","Golden State Warriors","2/28/17",2016,1,10,22,"shot_no","Jump Shot","2PT Field Goal",21,"Washington Wizards",173,129,2,"curry"
"767","Stephen Curry","Golden State Warriors","2/28/17",2016,4,0,6,"shot_no","Jump Shot","3PT Field Goal",31,"Washington Wizards",10,313,48,"curry"
"768","Stephen Curry","Golden State Warriors","2/28/17",2016,2,2,7,"shot_no","Jump Shot","3PT Field Goal",28,"Washington Wizards",207,193,22,"curry"
"769","Stephen Curry","Golden State Warriors","2/28/17",2016,3,0,2,"shot_no","Jump Shot","3PT Field Goal",28,"Washington Wizards",-155,239,36,"curry"
"770","Stephen Curry","Golden State Warriors","2/28/17",2016,2,3,36,"shot_no","Jump Shot","3PT Field Goal",27,"Washington Wizards",232,139,21,"curry"
"771","Stephen Curry","Golden State Warriors","2/28/17",2016,2,5,5,"shot_no","Jump Shot","2PT Field Goal",12,"Washington Wizards",58,115,19,"curry"
"772","Stephen Curry","Golden State Warriors","2/28/17",2016,3,11,18,"shot_yes","Jump Shot","3PT Field Goal",25,"Washington Wizards",-215,134,25,"curry"
"773","Stephen Curry","Golden State Warriors","3/29/17",2016,3,0,1,"shot_no","Jump Shot","3PT Field Goal",38,"San Antonio Spurs",30,385,36,"curry"
"774","Stephen Curry","Golden State Warriors","3/6/17",2016,3,0,45,"shot_yes","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",217,141,36,"curry"
"775","Stephen Curry","Golden State Warriors","3/6/17",2016,3,3,28,"shot_no","Jump Shot","3PT Field Goal",23,"Atlanta Hawks",-233,18,33,"curry"
"776","Stephen Curry","Golden State Warriors","3/6/17",2016,1,11,45,"shot_no","Jump Shot","3PT Field Goal",23,"Atlanta Hawks",232,31,1,"curry"
"777","Stephen Curry","Golden State Warriors","3/29/17",2016,3,9,21,"shot_yes","Jump Shot","3PT Field Goal",26,"San Antonio Spurs",173,203,27,"curry"
"778","Stephen Curry","Golden State Warriors","3/29/17",2016,3,3,16,"shot_no","Jump Shot","3PT Field Goal",28,"San Antonio Spurs",-34,282,33,"curry"
"779","Stephen Curry","Golden State Warriors","3/29/17",2016,3,5,52,"shot_yes","Jump Shot","3PT Field Goal",25,"San Antonio Spurs",194,165,31,"curry"
"780","Stephen Curry","Golden State Warriors","3/29/17",2016,3,7,34,"shot_yes","Jump Shot","3PT Field Goal",25,"San Antonio Spurs",197,165,29,"curry"
"781","Stephen Curry","Golden State Warriors","2/4/17",2016,1,2,41,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-171,193,10,"curry"
"782","Stephen Curry","Golden State Warriors","2/4/17",2016,1,11,4,"shot_no","Jump Shot","2PT Field Goal",20,"Sacramento Kings",2,203,1,"curry"
"783","Stephen Curry","Golden State Warriors","2/4/17",2016,1,8,25,"shot_no","Jump Shot","3PT Field Goal",26,"Sacramento Kings",-76,252,4,"curry"
"784","Stephen Curry","Golden State Warriors","2/4/17",2016,4,1,30,"shot_no","Jump Shot","3PT Field Goal",26,"Sacramento Kings",187,188,47,"curry"
"785","Stephen Curry","Golden State Warriors","2/4/17",2016,4,0,16,"shot_no","Jump Shot","3PT Field Goal",27,"Sacramento Kings",-27,277,48,"curry"
"786","Stephen Curry","Golden State Warriors","2/4/17",2016,3,0,0,"shot_yes","Jump Shot","3PT Field Goal",29,"Sacramento Kings",135,267,36,"curry"
"787","Stephen Curry","Golden State Warriors","2/4/17",2016,2,0,0,"shot_no","Jump Shot","3PT Field Goal",26,"Sacramento Kings",1,267,24,"curry"
"788","Stephen Curry","Golden State Warriors","2/4/17",2016,1,0,18,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",94,232,12,"curry"
"789","Stephen Curry","Golden State Warriors","2/4/17",2016,4,6,1,"shot_no","Jump Shot","3PT Field Goal",26,"Sacramento Kings",-140,224,42,"curry"
"790","Stephen Curry","Golden State Warriors","2/4/17",2016,3,3,17,"shot_yes","Jump Shot","3PT Field Goal",26,"Sacramento Kings",120,237,33,"curry"
"791","Stephen Curry","Golden State Warriors","2/4/17",2016,1,1,5,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-212,141,11,"curry"
"792","Stephen Curry","Golden State Warriors","2/4/17",2016,4,3,38,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",222,115,45,"curry"
"793","Stephen Curry","Golden State Warriors","2/10/17",2016,2,2,44,"shot_yes","Jump Shot","3PT Field Goal",23,"Memphis Grizzlies",-232,11,22,"curry"
"794","Stephen Curry","Golden State Warriors","2/15/17",2016,2,2,43,"shot_no","Jump Shot","3PT Field Goal",29,"Sacramento Kings",109,272,22,"curry"
"795","Stephen Curry","Golden State Warriors","2/15/17",2016,1,3,7,"shot_no","Jump Shot","3PT Field Goal",24,"Sacramento Kings",0,242,9,"curry"
"796","Stephen Curry","Golden State Warriors","2/15/17",2016,1,2,18,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",155,208,10,"curry"
"797","Stephen Curry","Golden State Warriors","2/15/17",2016,1,7,25,"shot_no","Jump Shot","2PT Field Goal",17,"Sacramento Kings",94,149,5,"curry"
"798","Stephen Curry","Golden State Warriors","2/15/17",2016,1,10,23,"shot_no","Jump Shot","2PT Field Goal",7,"Sacramento Kings",-37,70,2,"curry"
"799","Stephen Curry","Golden State Warriors","2/15/17",2016,3,0,32,"shot_no","Jump Shot","3PT Field Goal",28,"Sacramento Kings",-30,287,36,"curry"
"800","Stephen Curry","Golden State Warriors","2/15/17",2016,2,0,0,"shot_no","Jump Shot","3PT Field Goal",29,"Sacramento Kings",133,262,24,"curry"
"801","Stephen Curry","Golden State Warriors","2/15/17",2016,2,3,44,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-192,170,21,"curry"
"802","Stephen Curry","Golden State Warriors","2/10/17",2016,1,4,47,"shot_no","Jump Shot","2PT Field Goal",20,"Memphis Grizzlies",112,175,8,"curry"
"803","Stephen Curry","Golden State Warriors","2/10/17",2016,2,4,0,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",94,239,20,"curry"
"804","Stephen Curry","Golden State Warriors","2/10/17",2016,1,1,7,"shot_yes","Jump Shot","3PT Field Goal",23,"Memphis Grizzlies",230,-16,11,"curry"
"805","Stephen Curry","Golden State Warriors","2/10/17",2016,1,4,21,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-99,237,8,"curry"
"806","Stephen Curry","Golden State Warriors","2/10/17",2016,1,0,48,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",63,242,12,"curry"
"807","Stephen Curry","Golden State Warriors","2/10/17",2016,1,9,12,"shot_no","Jump Shot","2PT Field Goal",20,"Memphis Grizzlies",153,139,3,"curry"
"808","Stephen Curry","Golden State Warriors","3/31/17",2016,3,2,40,"shot_yes","Jump Shot","3PT Field Goal",25,"Houston Rockets",207,144,34,"curry"
"809","Stephen Curry","Golden State Warriors","3/18/17",2016,1,1,32,"shot_no","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",120,228,11,"curry"
"810","Stephen Curry","Golden State Warriors","3/24/17",2016,3,0,49,"shot_no","Jump Shot","2PT Field Goal",20,"Sacramento Kings",-201,11,36,"curry"
"811","Stephen Curry","Golden State Warriors","3/24/17",2016,1,2,26,"shot_yes","Jump Shot","3PT Field Goal",26,"Sacramento Kings",55,262,10,"curry"
"812","Stephen Curry","Golden State Warriors","3/24/17",2016,2,3,33,"shot_no","Jump Shot","3PT Field Goal",22,"Sacramento Kings",-228,11,21,"curry"
"813","Stephen Curry","Golden State Warriors","3/24/17",2016,3,7,14,"shot_yes","Jump Shot","2PT Field Goal",22,"Sacramento Kings",184,124,29,"curry"
"814","Stephen Curry","Golden State Warriors","3/24/17",2016,1,3,0,"shot_no","Jump Shot","3PT Field Goal",24,"Sacramento Kings",73,237,9,"curry"
"815","Stephen Curry","Golden State Warriors","3/24/17",2016,2,2,58,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",155,208,22,"curry"
"816","Stephen Curry","Golden State Warriors","3/24/17",2016,4,3,12,"shot_no","Jump Shot","3PT Field Goal",30,"Sacramento Kings",-187,244,45,"curry"
"817","Stephen Curry","Golden State Warriors","3/24/17",2016,4,4,12,"shot_yes","Jump Shot","3PT Field Goal",26,"Sacramento Kings",-192,178,44,"curry"
"818","Stephen Curry","Golden State Warriors","3/24/17",2016,2,2,33,"shot_yes","Jump Shot","2PT Field Goal",15,"Sacramento Kings",-110,105,22,"curry"
"819","Stephen Curry","Golden State Warriors","3/24/17",2016,1,11,35,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-184,174,1,"curry"
"820","Stephen Curry","Golden State Warriors","3/31/17",2016,2,1,41,"shot_no","Jump Shot","2PT Field Goal",19,"Houston Rockets",-129,141,23,"curry"
"821","Stephen Curry","Golden State Warriors","3/31/17",2016,1,2,17,"shot_no","Jump Shot","3PT Field Goal",26,"Houston Rockets",87,249,10,"curry"
"822","Stephen Curry","Golden State Warriors","3/31/17",2016,2,4,39,"shot_no","Jump Shot","3PT Field Goal",26,"Houston Rockets",-214,149,20,"curry"
"823","Stephen Curry","Golden State Warriors","3/31/17",2016,1,2,11,"shot_no","Jump Shot","2PT Field Goal",12,"Houston Rockets",51,116,10,"curry"
"824","Stephen Curry","Golden State Warriors","3/31/17",2016,4,1,11,"shot_no","Jump Shot","3PT Field Goal",29,"Houston Rockets",76,282,47,"curry"
"825","Stephen Curry","Golden State Warriors","3/31/17",2016,3,4,48,"shot_no","Jump Shot","3PT Field Goal",29,"Houston Rockets",-4,291,32,"curry"
"826","Stephen Curry","Golden State Warriors","1/18/17",2016,3,2,18,"shot_no","Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-7,11,34,"curry"
"827","Stephen Curry","Golden State Warriors","12/13/16",2016,3,3,51,"shot_no","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-20,8,33,"curry"
"828","Stephen Curry","Golden State Warriors","3/18/17",2016,1,9,10,"shot_no","Layup Shot","2PT Field Goal",2,"Milwaukee Bucks",9,21,3,"curry"
"829","Stephen Curry","Golden State Warriors","2/28/17",2016,4,0,41,"shot_yes","Layup Shot","2PT Field Goal",2,"Washington Wizards",-20,-6,48,"curry"
"830","Stephen Curry","Golden State Warriors","12/13/16",2016,4,1,53,"shot_yes","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-24,7,47,"curry"
"831","Stephen Curry","Golden State Warriors","11/3/16",2016,2,5,25,"shot_no","Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",17,21,19,"curry"
"832","Stephen Curry","Golden State Warriors","11/19/16",2016,3,3,18,"shot_no","Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",-1,2,33,"curry"
"833","Stephen Curry","Golden State Warriors","3/14/17",2016,1,7,44,"shot_no","Layup Shot","2PT Field Goal",2,"Philadelphia 76ers",17,18,5,"curry"
"834","Stephen Curry","Golden State Warriors","12/28/16",2016,4,2,45,"shot_no","Layup Shot","2PT Field Goal",2,"Toronto Raptors",6,21,46,"curry"
"835","Stephen Curry","Golden State Warriors","1/18/17",2016,2,2,52,"shot_no","Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-19,13,22,"curry"
"836","Stephen Curry","Golden State Warriors","10/28/16",2016,4,4,41,"shot_no","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",19,7,44,"curry"
"837","Stephen Curry","Golden State Warriors","3/28/17",2016,2,5,23,"shot_yes","Layup Shot","2PT Field Goal",1,"Houston Rockets",-16,-5,19,"curry"
"838","Stephen Curry","Golden State Warriors","3/28/17",2016,3,8,49,"shot_no","Layup Shot","2PT Field Goal",0,"Houston Rockets",0,3,28,"curry"
"839","Stephen Curry","Golden State Warriors","2/28/17",2016,3,7,29,"shot_yes","Layup Shot","2PT Field Goal",0,"Washington Wizards",0,-1,29,"curry"
"840","Stephen Curry","Golden State Warriors","2/28/17",2016,4,6,21,"shot_no","Layup Shot","2PT Field Goal",2,"Washington Wizards",17,-15,42,"curry"
"841","Stephen Curry","Golden State Warriors","11/7/16",2016,2,2,0,"shot_yes","Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",-1,11,22,"curry"
"842","Stephen Curry","Golden State Warriors","12/13/16",2016,4,5,35,"shot_no","Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",-14,2,43,"curry"
"843","Stephen Curry","Golden State Warriors","11/4/16",2016,3,11,28,"shot_no","Layup Shot","2PT Field Goal",2,"Los Angeles Lakers",-21,0,25,"curry"
"844","Stephen Curry","Golden State Warriors","1/25/17",2016,2,0,1,"shot_no","Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-12,2,24,"curry"
"845","Stephen Curry","Golden State Warriors","10/28/16",2016,4,5,26,"shot_no","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-20,8,43,"curry"
"846","Stephen Curry","Golden State Warriors","3/5/17",2016,3,3,40,"shot_yes","Layup Shot","2PT Field Goal",1,"New York Knicks",19,-5,33,"curry"
"847","Stephen Curry","Golden State Warriors","11/23/16",2016,3,9,36,"shot_yes","Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",9,16,27,"curry"
"848","Stephen Curry","Golden State Warriors","1/18/17",2016,2,1,1,"shot_yes","Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-1,21,23,"curry"
"849","Stephen Curry","Golden State Warriors","2/10/17",2016,4,6,54,"shot_no","Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",-14,7,42,"curry"
"850","Stephen Curry","Golden State Warriors","12/17/16",2016,2,2,51,"shot_no","Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",9,16,22,"curry"
"851","Stephen Curry","Golden State Warriors","12/10/16",2016,1,5,6,"shot_yes","Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",-14,-1,7,"curry"
"852","Stephen Curry","Golden State Warriors","1/25/17",2016,4,2,33,"shot_no","Layup Shot","2PT Field Goal",2,"Charlotte Hornets",-1,23,46,"curry"
"853","Stephen Curry","Golden State Warriors","3/5/17",2016,1,3,5,"shot_no","Layup Shot","2PT Field Goal",2,"New York Knicks",27,11,9,"curry"
"854","Stephen Curry","Golden State Warriors","12/30/16",2016,3,8,54,"shot_no","Layup Shot","2PT Field Goal",2,"Dallas Mavericks",10,23,28,"curry"
"855","Stephen Curry","Golden State Warriors","3/29/17",2016,2,2,2,"shot_no","Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-2,-11,22,"curry"
"856","Stephen Curry","Golden State Warriors","11/10/16",2016,3,10,24,"shot_yes","Layup Shot","2PT Field Goal",1,"Denver Nuggets",-12,-6,26,"curry"
"857","Stephen Curry","Golden State Warriors","11/19/16",2016,2,4,15,"shot_no","Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",-3,-6,20,"curry"
"858","Stephen Curry","Golden State Warriors","11/1/16",2016,3,2,30,"shot_no","Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",17,2,34,"curry"
"859","Stephen Curry","Golden State Warriors","2/1/17",2016,1,1,44,"shot_no","Layup Shot","2PT Field Goal",0,"Charlotte Hornets",4,7,11,"curry"
"860","Stephen Curry","Golden State Warriors","11/4/16",2016,4,5,2,"shot_yes","Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",-10,3,43,"curry"
"861","Stephen Curry","Golden State Warriors","4/4/17",2016,2,3,26,"shot_no","Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",9,26,21,"curry"
"862","Stephen Curry","Golden State Warriors","1/8/17",2016,3,9,16,"shot_yes","Layup Shot","2PT Field Goal",1,"Sacramento Kings",15,11,27,"curry"
"863","Stephen Curry","Golden State Warriors","3/29/17",2016,3,2,13,"shot_no","Layup Shot","2PT Field Goal",2,"San Antonio Spurs",28,-5,34,"curry"
"864","Stephen Curry","Golden State Warriors","2/25/17",2016,1,0,8,"shot_no","Layup Shot","2PT Field Goal",0,"Brooklyn Nets",-2,7,12,"curry"
"865","Stephen Curry","Golden State Warriors","2/28/17",2016,4,5,55,"shot_no","Layup Shot","2PT Field Goal",1,"Washington Wizards",-19,2,43,"curry"
"866","Stephen Curry","Golden State Warriors","3/5/17",2016,4,6,5,"shot_no","Layup Shot","2PT Field Goal",2,"New York Knicks",-20,-11,42,"curry"
"867","Stephen Curry","Golden State Warriors","2/15/17",2016,3,9,47,"shot_no","Layup Shot","2PT Field Goal",1,"Sacramento Kings",-11,8,27,"curry"
"868","Stephen Curry","Golden State Warriors","10/25/16",2016,3,4,34,"shot_no","Layup Shot","2PT Field Goal",0,"San Antonio Spurs",-2,7,32,"curry"
"869","Stephen Curry","Golden State Warriors","2/23/17",2016,1,4,59,"shot_no","Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",4,16,8,"curry"
"870","Stephen Curry","Golden State Warriors","12/13/16",2016,3,1,36,"shot_no","Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",15,7,35,"curry"
"871","Stephen Curry","Golden State Warriors","11/10/16",2016,1,6,48,"shot_yes","Layup Shot","2PT Field Goal",2,"Denver Nuggets",25,7,6,"curry"
"872","Stephen Curry","Golden State Warriors","3/5/17",2016,2,4,13,"shot_no","Layup Shot","2PT Field Goal",1,"New York Knicks",19,-1,20,"curry"
"873","Stephen Curry","Golden State Warriors","11/18/16",2016,1,7,35,"shot_no","Layup Shot","2PT Field Goal",1,"Boston Celtics",1,16,5,"curry"
"874","Stephen Curry","Golden State Warriors","2/15/17",2016,1,2,3,"shot_no","Layup Shot","2PT Field Goal",2,"Sacramento Kings",-14,21,10,"curry"
"875","Stephen Curry","Golden State Warriors","12/28/16",2016,4,5,44,"shot_no","Layup Shot","2PT Field Goal",2,"Toronto Raptors",-19,18,43,"curry"
"876","Stephen Curry","Golden State Warriors","3/16/17",2016,1,4,26,"shot_yes","Layup Shot","2PT Field Goal",1,"Orlando Magic",-12,2,8,"curry"
"877","Stephen Curry","Golden State Warriors","2/27/17",2016,3,10,26,"shot_yes","Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-6,16,26,"curry"
"878","Stephen Curry","Golden State Warriors","3/31/17",2016,1,3,43,"shot_no","Layup Shot","2PT Field Goal",1,"Houston Rockets",2,18,9,"curry"
"879","Stephen Curry","Golden State Warriors","2/25/17",2016,3,2,32,"shot_no","Layup Shot","2PT Field Goal",2,"Brooklyn Nets",22,18,34,"curry"
"880","Stephen Curry","Golden State Warriors","3/5/17",2016,1,6,33,"shot_no","Layup Shot","2PT Field Goal",2,"New York Knicks",19,7,6,"curry"
"881","Stephen Curry","Golden State Warriors","12/20/16",2016,3,3,42,"shot_no","Layup Shot","2PT Field Goal",0,"Utah Jazz",-7,7,33,"curry"
"882","Stephen Curry","Golden State Warriors","12/1/16",2016,3,6,21,"shot_no","Layup Shot","2PT Field Goal",2,"Houston Rockets",0,21,30,"curry"
"883","Stephen Curry","Golden State Warriors","10/28/16",2016,1,9,41,"shot_no","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-22,16,3,"curry"
"884","Stephen Curry","Golden State Warriors","12/13/16",2016,2,0,28,"shot_yes","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",24,7,24,"curry"
"885","Stephen Curry","Golden State Warriors","1/18/17",2016,2,3,51,"shot_no","Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",4,-5,21,"curry"
"886","Stephen Curry","Golden State Warriors","1/2/17",2016,3,0,59,"shot_yes","Pullup Bank shot","2PT Field Goal",15,"Denver Nuggets",4,156,36,"curry"
"887","Stephen Curry","Golden State Warriors","2/2/17",2016,3,0,56,"shot_yes","Pullup Jump shot","2PT Field Goal",12,"Los Angeles Clippers",60,110,36,"curry"
"888","Stephen Curry","Golden State Warriors","3/14/17",2016,1,10,35,"shot_yes","Pullup Jump shot","2PT Field Goal",14,"Philadelphia 76ers",102,100,2,"curry"
"889","Stephen Curry","Golden State Warriors","12/17/16",2016,3,7,41,"shot_yes","Pullup Jump shot","3PT Field Goal",31,"Portland Trail Blazers",132,282,29,"curry"
"890","Stephen Curry","Golden State Warriors","3/24/17",2016,2,0,29,"shot_no","Pullup Jump shot","3PT Field Goal",30,"Sacramento Kings",-9,301,24,"curry"
"891","Stephen Curry","Golden State Warriors","3/2/17",2016,4,7,11,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Chicago Bulls",-6,267,41,"curry"
"892","Stephen Curry","Golden State Warriors","12/15/16",2016,4,5,27,"shot_no","Pullup Jump shot","3PT Field Goal",26,"New York Knicks",-155,218,43,"curry"
"893","Stephen Curry","Golden State Warriors","3/29/17",2016,1,9,9,"shot_no","Pullup Jump shot","2PT Field Goal",21,"San Antonio Spurs",-97,190,3,"curry"
"894","Stephen Curry","Golden State Warriors","12/25/16",2016,3,6,54,"shot_no","Pullup Jump shot","2PT Field Goal",15,"Cleveland Cavaliers",-102,121,30,"curry"
"895","Stephen Curry","Golden State Warriors","3/6/17",2016,1,4,14,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Atlanta Hawks",64,252,8,"curry"
"896","Stephen Curry","Golden State Warriors","12/17/16",2016,3,0,0,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Portland Trail Blazers",-142,239,36,"curry"
"897","Stephen Curry","Golden State Warriors","3/6/17",2016,3,1,46,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",-71,242,35,"curry"
"898","Stephen Curry","Golden State Warriors","3/6/17",2016,3,5,59,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",45,247,31,"curry"
"899","Stephen Curry","Golden State Warriors","11/9/16",2016,4,9,12,"shot_yes","Pullup Jump shot","3PT Field Goal",32,"Dallas Mavericks",127,301,39,"curry"
"900","Stephen Curry","Golden State Warriors","3/2/17",2016,2,0,0,"shot_no","Pullup Jump shot","3PT Field Goal",39,"Chicago Bulls",166,355,24,"curry"
"901","Stephen Curry","Golden State Warriors","2/4/17",2016,1,9,24,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Sacramento Kings",-19,257,3,"curry"
"902","Stephen Curry","Golden State Warriors","11/28/16",2016,2,4,37,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Atlanta Hawks",205,169,20,"curry"
"903","Stephen Curry","Golden State Warriors","3/6/17",2016,1,7,26,"shot_no","Pullup Jump shot","2PT Field Goal",21,"Atlanta Hawks",197,85,5,"curry"
"904","Stephen Curry","Golden State Warriors","12/17/16",2016,3,7,11,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Portland Trail Blazers",161,210,29,"curry"
"905","Stephen Curry","Golden State Warriors","1/16/17",2016,2,0,1,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Cleveland Cavaliers",117,244,24,"curry"
